title,id,price,condition,availability,channel,feed label,language,additional image link,all clicks,brand,description,image link,link,rating average,rating count,shipping(country),new_title,meta_description,image_alt
Bombay Sapphire Gin,6192f6186511bf1424ecc2f5,25.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/680618ecdfdba92afc3106b5/large.png?format=square,0,Bombay,"Bombay Sapphire Gin is the world's number one premium gin known for its distinctive blue bottle. The finest hand-selected botanicals from around the world are gently vapor infused and never boiled, to capture their bright, vibrant flavors. Ten all-natural, sustainably sourced exotic botanicals from the Cubeb Berries from Java to the spice of West African Grains of Paradise, play a role in creating a perfectly balanced, bright, fresh, clean flavor. At 47% alcohol by volume, this Bombay Gin is versatile and perfect for cocktail creativity. Create sophisticated alcohol drinks including a Bombay Mule, Red Snapper, Bombay Spritz and classic Gin and Tonic, or serve this hard liquor along with seafood platters, cheeses and fruits to elevate the experience. Bombay Gin provides the perfect canvas for any cocktail including vodka liquor cocktails. Enjoy Bombay Responsibly.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/bombay-sapphire-gin/6192f6186511bf1424ecc2f5?option-id=a5fee9323248ac8b489f30202462246be9ac14a756cf03ee5cb0defa8105714f,4.6,39.0,US,Bombay Sapphire Premium Gin - Exotic Botanicals & Vibrant Flavors,,Meta: Discover Bombay Sapphire Gin by Bombay Spirits. Elevate cocktails with exotic botanicals. Shop now for a premium gin experience!
Johnnie Walker Blue Label,5521cef86561310003b90200,259.99 USD,new,out of stock,Online,US,en,,0,Johnnie Walker,"Johnnie Walker Blue Label is an unrivaled masterpiece – an exquisite combination of Scotland’s rarest and most exceptional whiskies. Only one in every ten thousand casks has the elusive quality, character and flavor to deliver the remarkable signature taste. An extraordinary whisky for extraordinary occasions.
Take in the wonderfully mellow, rounded nose – replete with dry smokiness artfully mixed with the sweetness of raisins. Serving a velvety combination of vanilla, honey and rose petals – before broadening out to include a zesty orange flavor with notes of hazelnut, sherry and dark chocolate. Signing off with a rich and luxuriously long finish, which showcases Johnnie Walker's trademark smokiness in the most sophisticated way.",https://cityhive-production-cdn.cityhive.net/products/5bf9a9fc1859dd1605986510/large.png?format=square,https://legacywineandliquor.com/shop/product/johnnie-walker-blue-label/5521cef86561310003b90200?option-id=22e8602324a700909842880e424bb91240a0ff4bf1f3040cf95ff1f73a9b4d45,3.3,96.0,US,Johnnie Walker Blue Label Rare Scotch Whisky 750ml,,Meta: Discover Johnnie Walker Blue Label at [Brand]. Experience premium Scotch whisky. Order now for a taste of luxury!
Calypso Gold Rum .750ml Blt,59c801e10b2f3c53d93f5558,9.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/5f328a513f1e3643d54d89da/large.png?format=square,0,Calypso,"DESCRIPTION: Notes of golden marshmallows and faint spiced nuts, it has a dry-yet-fruity glycerous light body and a wispy peppery finish
RATINGS or BEST ENJOYED: In a daiquiri
FROM: US Virgin Islands",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/calypso-gold-rum-750ml-blt/59c801e10b2f3c53d93f5558?option-id=17845c0276da5e9e6fcc51a78957830e29eb11215e461bf9df5d4b26d49517ff,,,US,Calypso Gold Rum 750ml - Premium Caribbean Spirit,,"Meta: Discover Calypso Gold Rum from the US Virgin Islands. Enjoy its fruity, spiced notes. Perfect for daiquiris. Shop now for a taste of paradise!"
Seagrams Ginger Ale,5bad52f88f58767f407e745a,2.89 USD,new,out of stock,Online,US,en,,0,Seagrams,"When you’re on the hunt for the right drink mixer that will perfectly pair with a cocktail, you know who you can turn to. Crisp and clean tasting, Seagram’s Ginger Ale has been delighting refined adults with its ginger ale since 1857—and it’s easy to see why.

Seagram’s Ginger Ale brings a comfortable sophistication to the everyday, no matter how you prefer to mix it. This naturally flavored drink evokes a sense of ease and enjoyment. It’s caffeine free so you can enjoy it any time of day or night, making it a great option to enjoy during lunch with friends or an easy way to wind down at the end of a long day.

And if you prefer the taste on its own, Seagram’s Ginger Ale is a great, bubbly way to refresh your taste buds. With a deliciously fresh taste even by itself, Seagram’s Ginger Ale doesn’t need to be mixed to shine. And, it’s a great alternative to seltzer water or soda.

If you’re looking for variety in your drinks, or a little more flavor in your mixers, the Seagram’s brand offers a wide array of different options—including zero sugar ginger ale, seltzer water, tonic, and club soda options. So, no matter how you like to mix, there’s a Seagram’s option for you.

Because Seagram’s offers ideal drinks for independent spirits. Or, bottled ones. At the root of good times, Seagram’s Ginger Ale makes every moment more special.",https://cityhive-production-cdn.cityhive.net/products/6568f72f761e9127ad835e7c/large.png?format=square,https://legacywineandliquor.com/shop/product/seagrams-ginger-ale/5bad52f88f58767f407e745a?option-id=73bc027bf2a327349575d8fb264c2c5b3c472df0f31d245de0f34fb7461f20eb,,,US,"Seagram's Ginger Ale - Crisp, Refreshing Mixer for Cocktails",,"Meta: Discover Seagram's Ginger Ale, a crisp, caffeine-free mixer since 1857. Perfect for cocktails or solo enjoyment. Refresh your taste buds today!"
Corralejo Blanco Tequila,56c26dd775627570b0110100,31.99 USD,new,in stock,Online,US,en,,0,Corralejo,"Made from 100% Blue Weber Agave, Corralejo Silver is double distilled and unaged. This light and crisp tequila includes aromas of white and pink peppercorns and hints of mint, with notes of agave, sweetness and spearmint. Enjoy Corralejo Silver in a margarita or paloma. Salud!",https://cityhive-production-cdn.cityhive.net/products/65c13a3ed49c3d154e8b8c6e/large.png?format=square,https://legacywineandliquor.com/shop/product/corralejo-blanco-tequila/56c26dd775627570b0110100?option-id=c85869f89b061144b03f80fb5d43d07b11855be4162a34e67787e3b83274dba8,4.2,6.0,US,Corralejo Blanco Tequila - Premium 100% Blue Weber Agave Spirit,"Discover Corralejo Blanco Tequila by Corralejo. Savor the crisp, unaged spirit in your favorite cocktails. Shop now for a taste of quality.",Corralejo Blanco Tequila Bottle - 100% Blue Weber Agave
Rum Cojones Apple Rum,5fe15488711f5e6091e78d57,16.99 USD,new,in stock,Online,US,en,,1,,"Get Rum Cojones Apple Rum from Legacy Wine and Liquor, Sanford, FL for $16.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/rum-cojones-apple-rum/5fe15488711f5e6091e78d57?option-id=5c84e697d2669c384f90e63d3072324af933717930cd8b24db9e3c78baa45600,,,US,Premium Apple Rum by Rum Cojones - Buy Now,,Meta: Discover Rum Cojones Apple Rum at Legacy Wine & Liquor. Shop today for $16.99!
Sugarlands Shine American Peach,5c5a159e7e25772267c353b4,2.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/60368ea6ae3e8c32c9c50d15/large.png?format=square,0,,"Mark Rogers’ American Peach boasts the natural taste of ripe summer peaches. When sipped, this sweet and velvety spirit will deliver a traditional warmth of moonshine.",https://cityhive-production-cdn.cityhive.net/products/60368ea6ae3e8c32c9c50d15/large.png,https://legacywineandliquor.com/shop/product/sugarlands-shine-american-peach/5c5a159e7e25772267c353b4?option-id=4ce347058960f21218170f03739f2816d314b0fafefb7986198f4b8a27d35c31,,,US,Sugarlands Shine American Peach Moonshine - Ripe & Velvety,"Discover Sugarlands Shine's American Peach Moonshine. Savor ripe peach flavor. Shop now for a sweet, velvety taste of tradition!",Sugarlands Shine American Peach Moonshine Bottle
Svedka Vodka 100 Proof,67ef009b80f85a39ecd7bc79,21.99 USD,new,out of stock,Online,US,en,,0,Svedka,"Svedka 100 Proof Vodka is a strong and smooth spirit, perfect for cocktails or sipping neat. This 750ml bottle offers a bold taste with a clean finish, ideal for adding a kick to any occasion.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/svedka-vodka-100-proof/67ef009b80f85a39ecd7bc79?option-id=910db0de9711c5203f2fd24a0aa56e0c5cb8119151b3d91b1ffeddb00ef97198,,,US,Svedka 100 Proof Vodka - Bold & Smooth Spirit 750ml,,"Meta: Discover Svedka's 100 Proof Vodka. Bold taste, smooth finish. Perfect for cocktails. Shop now for a spirited experience!"
White Claw Variety Pack #2,5e42d3652fd51844f8ca4374,19.99 USD,new,out of stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/products/5e69b879e441792cdaf5d657/large.png?format=square",0,,"White Claw Variety Pack #2 is a selection of popular hard seltzers that includes multiple refreshing flavors in one package. It's perfect for parties or trying out different tastes, all conveniently packed in 12-ounce cans.",https://cityhive-production-cdn.cityhive.net/products/5e69b879e441792cdaf5d657/large.png,https://legacywineandliquor.com/shop/product/white-claw-variety-pack-2/5e42d3652fd51844f8ca4374?option-id=eecc98e57a45d3f789f9de5efaa9a4c25710a135b6ad86ef8368e6bacaea82fe,4.5,26.0,US,White Claw Hard Seltzer Variety Pack - Refreshing Flavors,Discover White Claw Variety Pack #2! Enjoy refreshing seltzer flavors. Perfect for parties. Shop now for the ultimate taste experience.,White Claw Variety Pack #2 with refreshing hard seltzer flavors
Saint Huberts The Stag Chardonnay,5b5a4fe65d767358302e0cf1,16.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,0,,"The St. Hubert’s The Stag Santa Barbara Chardonnay offers lush tropical aromas of fresh peach blossom, coconut and marzipan, supported by delicate lemon citrus fruit. The palate is bright with a bounty of ripe flavors, including passion fruit, pineapple, lemon curd and lime zest, alongside hints of spiced oak and cardamom, leading to a soft, round, creamy finish.",https://cityhive-production-cdn.cityhive.net/products/5e80053372b0c652d3bcd4e0/large.png,https://legacywineandliquor.com/shop/product/saint-huberts-the-stag-chardonnay/5b5a4fe65d767358302e0cf1?option-id=3a9988ac457923bd959df7c4763a6b96cc9d44dcc1f8fce463370e79e05ece1e,,,US,Saint Huberts The Stag Chardonnay - Tropical & Creamy Wine,,"Meta: Discover Saint Huberts The Stag Chardonnay at [Brand]. Indulge in lush tropical flavors. Buy now for a creamy, bright finish!"
Seigneur De La Tour Red Blend Bordeaux,63eed1ef8bac292c8764ab7a,9.99 USD,new,in stock,Online,US,en,,0,,"Get Seigneur De La Tour Red Blend Bordeaux from Legacy Wine and Liquor, Sanford, FL for $9.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/seigneur-de-la-tour-red-blend-bordeaux/63eed1ef8bac292c8764ab7a?option-id=eb9056897d3613ac3889556a724bfcbfd269a2f1f08fb77c8fb9014c45faed79,,,US,Bordeaux Red Blend Wine - Seigneur De La Tour,,Meta: Discover Seigneur De La Tour Red Blend at Legacy Wine. Shop now for premium Bordeaux at just $9.99. Elevate your wine collection today!
Whitehaven Sauvignon Blanc,56df6aed69702d7ec0f30100,16.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,0,,"Whitehaven New Zealand Sauvignon Blanc captures bright citrus aromas of grapefruit and lemongrass in this crisp, refreshing white wine. Superbly structured and balanced, it displays layers of fresh-snipped greens and warm pear nectar blended with notes of tropical fruit. This powerful Whitehaven wine pairs well with Asian-style dishes, poultry and salads. Each glass of this Sauvignon Blanc wine from Marlborough, New Zealand, boasts a long and clean finish. A convenient screw cap makes it easy to open and helps preserve freshness.",https://cityhive-production-cdn.cityhive.net/products/61391e257c579a61ec2a35dd/large.png,https://legacywineandliquor.com/shop/product/whitehaven-sauvignon-blanc/56df6aed69702d7ec0f30100?option-id=46495040c79bdfaddf4ea3c2d883d39bc66913d85bd76794d472b6a00c2b1a6f,4.5,28.0,US,Whitehaven Sauvignon Blanc - Crisp New Zealand White Wine,,Meta: Discover Whitehaven Sauvignon Blanc. Enjoy vibrant citrus notes. Order now for a refreshing taste from Marlborough. Perfect with Asian dishes.
Gooderham & Worts Canadian Whisky,5abd479adb416b7fa2083692,29.99 USD,new,in stock,Online,US,en,"https://cityhive-prod-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192",0,,"Get Gooderham & Worts Canadian Whisky from Legacy Wine and Liquor, Sanford, FL for $29.99",https://cityhive-production-cdn.cityhive.net/products/605d0369119bd97bd5703fe5/large.png,https://legacywineandliquor.com/shop/product/gooderham-worts-canadian-whisky/5abd479adb416b7fa2083692?option-id=77f7cf84e12c0d1ea3dae89fb714e25fc7e99a93fc19e56f23f5b7d8eae8ffc1,,,US,Gooderham & Worts Canadian Whisky - Premium Spirits Online,,Meta: Discover Gooderham & Worts Canadian Whisky at Legacy Wine & Liquor. Shop now for $29.99 and elevate your spirits collection today!
Don Ramon Reposado Tequila,56ebb20269702d5654e13600,29.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,0,,"equila Don Ramón Punta Diamante Reposado is double-distilled and rested in white oak, resulting in a smooth, subtle taste and robust profile.

Made from 100% Blue Agave from the highlands of Jalisco, Mexico, this golden spirit can be described spiced and herbaceous with an essence of caramel pulled from the barrel. The aging process allows the spirit to mellow and take on a deep and complex character. A sip reveals an enticing body with a balanced herbal and citrus finish.",https://cityhive-production-cdn.cityhive.net/products/6447e8599651be2a8b6ef22f/large.png?format=square,https://legacywineandliquor.com/shop/product/don-ramon-reposado-tequila/56ebb20269702d5654e13600?option-id=63c3c8ec9e81951e184684ed3f399813adf37f6f430cb1790a20e32ae885f491,4.7,3.0,US,Premium Don Ramon Reposado Tequila - Smooth & Subtle Taste,"Discover Don Ramon Reposado Tequila by Punta Diamante. Enjoy a smooth, herbaceous flavor. Shop now for a refined tequila experience!",Don Ramon Reposado Tequila Bottle - Premium 100% Blue Agave Spirit
Red Gift Bag Shine,6573ca2e38399f34ba09d416,2.99 USD,new,in stock,Online,US,en,,0,,"Get Red Gift Bag Shine from Legacy Wine and Liquor, Sanford, FL for $2.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/red-gift-bag-shine/6573ca2e38399f34ba09d416?option-id=48a19caeb83d7ca5b1a3e4a8a74bc34dc34d9a3c8a8e7e7ef0679eb3954bf84f,,,US,Premium Red Gift Bag - Perfect for Wine & Liquor Gifts,Discover Legacy Wine's Red Gift Bag. Elevate your gift-giving for just $2.99. Shop now!,Red Gift Bag for Wine and Liquor Gifts from Legacy Wine
Cachaca Salinissima Minas Gerais Brazil,5d49df1460fa507b0329df23,17.99 USD,new,in stock,Online,US,en,,0,,"Get Cachaca Salinissima Minas Gerais Brazil from Legacy Wine and Liquor, Sanford, FL for $17.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/cachaca-salinissima-minas-gerais-brazil/5d49df1460fa507b0329df23?option-id=494ba90b26e767bd5cc327601aa2c5cd59b83df3429a895b0ec530255062a2a2,,,US,Premium Cachaca Salinissima - Authentic Brazilian Spirit,,Meta: Discover Cachaca Salinissima at Legacy Wine & Liquor. Authentic Brazilian flavor for just $17.99. Order now and enjoy a taste of Brazil!
Luc Belaire Brut Gold Rick Ross Edition,59af5eb92df3c7291f2b9bc3,31.99 USD,new,in stock,Online,US,en,,0,Luc Belaire,"Created in the heart of Burgundy from a blend of Chardonnay and Pinot Noir grapes, Belaire Brut Gold is stunning inside and out, adding a touch of luxury to any occasion. It is both refreshing & highly drinkable, with aromas of white flowers alongside citrus and stone fruits, such as peach, grapefruit, and lemon. In the mouth, the wine is dry and light, with a crisp finish. Versatile enough to pair with nearly any dish.",https://cityhive-production-cdn.cityhive.net/products/65cdb4f6de2b912bc2c70d5c/large.png?format=square,https://legacywineandliquor.com/shop/product/luc-belaire-brut-gold-rick-ross-edition/59af5eb92df3c7291f2b9bc3?option-id=ab21e0c1c788149df43b4d18932d30bd9f115c41a1da38ef3a8c021ea348f2d1,5.0,1.0,US,Luxurious Belaire Brut Gold Champagne - Rick Ross Edition,,Meta: Elevate your celebrations with Belaire Brut Gold by Luc Belaire. Order now for a taste of luxury. Perfect for any occasion!
Wente Vineyards Morning Fog Chardonnay,56eb891169702d5654c20800,12.99 USD,new,in stock,Online,US,en,,0,Wente Vineyards,"This is a classic style of New World Chardonnay. Lush wine that's well balanced and refreshing while offering plenty of plump pear, cream and subtle baking spice flavors. A welcome punch of acidity lifts the mouthfeel and positions the fruit flavors front and center. A staff and customer favorite!",https://cityhive-production-cdn.cityhive.net/products/67295d22c95c5a1831e3884d/large.png?format=square,https://legacywineandliquor.com/shop/product/wente-vineyards-morning-fog-chardonnay/56eb891169702d5654c20800?option-id=003f51cbb97616f0fdbfb147d5e51768826c13e2870e25a7c9e0fe15b67aee11,4.3,10.0,US,Wente Vineyards Morning Fog Chardonnay Wine,Discover Wente Vineyards' Morning Fog Chardonnay. Shop now for rich pear and spice flavors. Elevate your wine collection with our customer favorite!,Wente Vineyards Morning Fog Chardonnay bottle with pear and spice notes
99 Strawberries Liqueur,60f131f29e42dd116b9bca2a,1.99 USD,new,out of stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/products/6108e91a421189082b037baa/large.png?format=square",0,99 Brand,"Luscious, juicy, big strawberry taste…like a sweet shot of Summer.",https://cityhive-production-cdn.cityhive.net/products/6108e91a421189082b037baa/large.png,https://legacywineandliquor.com/shop/product/99-strawberries-liqueur/60f131f29e42dd116b9bca2a?option-id=a6338dc15ca3cd9d550091408aa9ddfc0986bd53175ce3ba7767a720574affe6,,,US,99 Strawberries Liqueur - Sweet Summer Berry Flavor,,"Meta: Discover 99 Strawberries Liqueur by [Brand]. Enjoy a sweet, juicy taste of summer. Shop now for a refreshing berry experience!"
Space Mary Blue Water 25k,673028ba1f98e73a78cf9dff,12.99 USD,new,out of stock,Online,US,en,,0,,"Get Space Mary Blue Water 25k from Legacy Wine and Liquor, Sanford, FL for $12.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/space-mary-blue-water-25k/673028ba1f98e73a78cf9dff?option-id=f4a3d0294df55084a0b0e3904b1dfa12ece3cbb1fd655c6361d2ac801af3ac90,,,US,Space Mary Blue Water 25k - Premium Wine,,Meta: Discover Space Mary Blue Water 25k at Legacy Wine & Liquor. Buy now for $12.99 and elevate your wine experience.
Xxl Pineapple Wine,66ffe5f01d7f2235dace1ccf,10.99 USD,new,out of stock,Online,US,en,,0,,"Get Xxl Pineapple Wine from Legacy Wine and Liquor, Sanford, FL for $10.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/xxl-pineapple-wine/66ffe5f01d7f2235dace1ccf?option-id=8e7975b34f6a2a809e62ebc054220c5bf6f56db77b1275ccf9880b9cab72fd19,,,US,Tropical XXL Pineapple Wine - Sweet & Refreshing,Discover Legacy Wine's XXL Pineapple Wine for just $10.99. Order now for a tropical taste sensation!,XXL Pineapple Wine bottle from Legacy Wine
Fume Infinity Tropical Punch 3500 Puff,60c28becd097b61a895343b2,20.99 USD,new,in stock,Online,US,en,,0,,"Get Fume Infinity Tropical Punch 3500 Puff from Legacy Wine and Liquor, Sanford, FL for $20.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/fume-infinity-tropical-punch-3500-puff/60c28becd097b61a895343b2?option-id=052c3de1a1940b9b52fe8035b777b0d848a4628857ab2b618782e9c318efbf16,,,US,Fume Infinity Tropical Punch Vape 3500 Puffs,,Meta: Discover Fume Infinity Tropical Punch at Legacy Wine and Liquor. Buy now for just $20.99! Elevate your vaping experience today.
Dale Reserve Merlot Wine Argentina,628e957c3f47ac3bb1000fcc,16.99 USD,new,in stock,Online,US,en,,1,,"Get Dale Reserve Merlot Wine Argentina from Legacy Wine and Liquor, Sanford, FL for $16.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/dale-reserve-merlot-wine-argentina/628e957c3f47ac3bb1000fcc?option-id=8f6d5bab0b351170a2f8a81b4e6e6669115503ff57c13602629d10b9bd934c5c,,,US,"Dale Reserve Argentine Merlot Wine - Premium Red, $16.99",,Meta: Discover Dale Reserve Argentine Merlot at Legacy Wine & Liquor. Shop now for premium taste at just $16.99!
Di Amore Amaretto,56caa80a7562752ed53d1500,14.99 USD,new,out of stock,Online,US,en,,0,Di Amore,"Di Amore Amaretto is the classic Italian almond liqueur made with an additional apricot ""essence."" It's been heralded as a romantic drink (hence, the ""amore"") and an aphrodisiac.

Booze Basher gave Di Amore a 6.5 out of 10 rating, saying ""$10 for a liquor that the girls are sure to love, makes Amaretto di Amore well worth the price. Plus, if you don't feel like really drinking, you can just mix it with a cola from the fridge and give it to the kids.""",https://cityhive-production-cdn.cityhive.net/products/66f1da43f0014c0eef2639ca/large.png?format=square,https://legacywineandliquor.com/shop/product/di-amore-amaretto/56caa80a7562752ed53d1500?option-id=e1cb926b239c1aac7695bb5c0685b849be752664c924cce9056d63821e93cd4a,4.6,10.0,US,Di Amore Amaretto Italian Almond Liqueur - Romantic & Smooth,,Meta: Discover Di Amore Amaretto by Booze Basher. Enjoy our classic Italian almond liqueur. Perfect for romantic occasions. Shop now!
Jim Beam Rye Whiskey,56c2903e756275139d250300,21.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/66ec77ea032df0188994229e/large.png?format=square,0,Jim Beam,"Pre-Prohibition-style rye whiskey. Bartenders have been dying to get their hands on it for years. Now it’s back and bolder than ever. Founded in 1795, our rye whiskey is made from one of the Beam family’s oldest recipes and is distilled with the same exacting standards that have governed Jim Beam for more than 200 years.",https://cityhive-production-cdn.cityhive.net/products/66ec77ea032df0188994229e/large.png,https://legacywineandliquor.com/shop/product/jim-beam-rye-whiskey/56c2903e756275139d250300?option-id=9f21f2fe94727160f0505562d779db2b4fd4da8a1c7b514f8abcca996e5d8b8b,,,US,Jim Beam Rye Whiskey - Bold Pre-Prohibition Style,,Meta: Discover Jim Beam's bold rye whiskey. Shop now for a taste of tradition since 1795. Perfect for cocktails or sipping neat.
Fanta Pina Colada,5e459e02841c7b774d77e6d4,1.19 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,0,Fanta,"Choosing the right fruit soda can be a whole thing. But when you’ve got a delicious bottle of Fanta Piña Colada ready to go, the decision is easy. Why?​
Because it’s a tropical pool party for your tastebuds—and you’re the guest of honor. A delectable duo of pineapple and coconut doing a cannonball straight into your mouth. And even a tropical island resort for one. It’s the taste of a caffeine-free Fanta Piña Colada soda that is begging to be sipped, drank or even a little bit of both.
Fanta has been making delicious flavors like this for literally, a long time. Not Jurassic long, or like a tortoise's lifespan long, but most likely before you were born long (unless you are a grandparent, in which case rock on gramps!). So anyway, you should trust Fanta when it comes to fruit soda. We have a lot of flavors you should try, and they are all super good.
Grab yourself a 20oz bottle of Fanta Piña Colada soda—come on, the decision is easy.",https://cityhive-production-cdn.cityhive.net/products/6568f69569e1a7754e1fcdc2/large.png?format=square,https://legacywineandliquor.com/shop/product/fanta-pina-colada/5e459e02841c7b774d77e6d4?option-id=071b8a5dd4b080db4e15ad11bcfa78476c18739352de63144da5f5795e7ee1cb,,,US,Fanta Piña Colada Tropical Soda - Pineapple & Coconut Bliss,,Meta: Discover Fanta Piña Colada by Fanta. Dive into tropical flavors. Buy now and enjoy a taste of paradise in every sip!
1800 Ultimate Margarita Passion Fruit RTD,638e1e7cb7cd210fc65913b0,19.99 USD,new,out of stock,Online,US,en,,0,1800 Tequila,"Get 1800 Ultimate Margarita Passion Fruit RTD from Legacy Wine and Liquor, Sanford, FL for $19.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/1800-ultimate-margarita-passion-fruit-rtd/638e1e7cb7cd210fc65913b0?option-id=e941b917a69ee12d0d94e651df4133a917eae1b5d621be85f61b97dc16687265,5.0,1.0,US,1800 Ultimate Passion Fruit Margarita RTD - Buy Online Now,,Meta: Discover 1800 Ultimate Passion Fruit Margarita at Legacy Wine & Liquor. Order today for just $19.99!
Old Forester 86 Proof Kentucky Straight Bourbon Whisky,56cacbbb75627527c4f40000,38.99 USD,new,out of stock,Online,US,en,,0,Old Forester,"Created in 1870, Old Forester Kentucky Straight Bourbon Whisky is the only bourbon liquor continuously distilled and marketed by the founding family before, during, and after the Prohibition. With a sharp and sweet aroma, this Kentucky bourbon features a strong floral character that swirls with hints of mint, rich tobacco leaf and vanilla. This bourbon whisky is sharp at first, but softens quickly to deliver hints of spice and light orange notes. The finish is long, warm and slightly drying with a nice level of sweetness. Try this whiskey in mixed drinks and cocktails, like an Old Fashioned cocktail, mix it with a splash of water, or simply enjoy it neat in your favorite whisky glass. Please Sip Responsibly.",https://cityhive-production-cdn.cityhive.net/products/67f6ff7c63877a6be673fe07/large.png?format=square,https://legacywineandliquor.com/shop/product/old-forester-86-proof-kentucky-straight-bourbon-whisky/56cacbbb75627527c4f40000?option-id=e6e7e53e6d92c3c270d6c68917579d2447cb5b43513d7b255d271cdb838f6587,3.5,2.0,US,Old Forester 86 Proof Kentucky Bourbon Whisky - Rich & Smooth,,"Meta: Discover Old Forester 86 Proof Bourbon, a timeless Kentucky classic. Enjoy rich flavors from our founding family. Order now for a true taste of history."
Ketel One Botanical Peach & Orange Blossom Vodka,5ade56be3313b8059051816a,27.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/6095bae692a62a2f507c55bb/large.png?format=square,0,Ketel One,"Ketel One Botanical Peach & Orange Blossom appeals to those who enjoy lush, juicy white peaches and bold notes of fragrant orange blossoms. Each botanical essence is individually and naturally obtained through innovative extraction methods and distillation processes for the freshest, cleanest, most crisp taste possible. With no carbs, artificial flavors, sweeteners or sugar*, our sensible vodka specialty is the mindful way to celebrate the weekend or relax with friends. Serve in a wine glass with ice, soda water and your choice of garnish for a refreshing tasting cocktail. Ketel One Botanical earned The Best New Spirits Product award by Market Watch Magazine in 2019.",https://cityhive-production-cdn.cityhive.net/products/6095bae692a62a2f507c55bb/large.png,https://legacywineandliquor.com/shop/product/ketel-one-botanical-peach-orange-blossom-vodka/5ade56be3313b8059051816a?option-id=317c8e40fac421c83794d66f7d2dcf126d19413f8da2d4a28df7bf74b8290810,4.3,13.0,US,Ketel One Peach & Orange Blossom Botanical Vodka - Low Carb,,"Meta: Discover Ketel One's Peach & Orange Blossom Vodka. Low-carb, no sugar. Refresh your weekend with our award-winning spirit. Shop now!"
